,S1,S2,S3,C1,C2,C3,genes,ave_S,ave_C,logFC,FC,Acc,PValue,FDR,candidate,log10p,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names_x,Gene names_x,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides PS-TMT,Razor + unique peptides PS-TMT,Unique peptides PS-TMT,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,david_input,yourlist,Entry,Entry name,Protein names_y,Gene names_y,Organism,Length,Transmembrane,Transit peptide,Signal peptide
20,7637.216884329054,7591.803323325614,8940.993958831563,3693.2763752278993,3819.45365302419,3004.4553142105055,1025_IL1RAP,8056.67138882874,3505.72844748753,-1.20046966309318,-2.2981447392489196,1025_IL1RAP,1.7540908729939003e-05,0.000141242049955806,high,4.75594791118805,C9J1D9;Q9NPH3,C9J1D9;Q9NPH3,1;1,1;1,1;1,Interleukin-1 receptor accessory protein,IL1RAP,tr|C9J1D9|C9J1D9_HUMAN Interleukin-1 receptor accessory protein (Fragment) OS=Homo sapiens OX=9606 GN=IL1RAP PE=1 SV=1;sp|Q9NPH3|IL1AP_HUMAN Interleukin-1 receptor accessory protein OS=Homo sapiens OX=9606 GN=IL1RAP PE=1 SV=2,2,1,1,1,1,1,1,6.9,6.9,6.9,17.178,145,145;570,0.0021371,2.4767,IL1AP_HUMAN,IL1AP_HUMAN,Q9NPH3,IL1AP_HUMAN,Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3),IL1RAP C3orf13 IL1R3,Homo sapiens (Human),570,TRANSMEM 368 388 Helical. {ECO:0000255}.,,SIGNAL 1 20 {ECO:0000255}.
21,5288.593517806691,4242.961750740218,4510.0277574605225,1312.1778235127251,922.0358611366072,1514.2650513608844,1036_CXCL8,4680.52767533581,1249.49291200341,-1.90532846867593,-3.7459417579497702,1036_CXCL8,1.56596574983623e-05,0.000129643491568211,high,4.805217740885863,C9J4T6;P10145,C9J4T6;P10145,1;1,1;1,1;1,C-X-C motif chemokine;Interleukin-8;MDNCF-a;Interleukin-8;IL-8(5-77);IL-8(6-77);IL-8(7-77);IL-8(8-77);IL-8(9-77),CXCL8,tr|C9J4T6|C9J4T6_HUMAN Multifunctional fusion protein OS=Homo sapiens OX=9606 GN=CXCL8 PE=1 SV=1;sp|P10145|IL8_HUMAN Interleukin-8 OS=Homo sapiens OX=9606 GN=CXCL8 PE=1 SV=1,2,1,1,1,1,1,1,16.8,16.8,16.8,10.697000000000001,95,95;99,0.0,4.8471,IL8_HUMAN,IL8_HUMAN,P10145,IL8_HUMAN,Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)],CXCL8 IL8,Homo sapiens (Human),99,,,"SIGNAL 1 20 {ECO:0000269|PubMed:2145175, ECO:0000269|PubMed:2523801, ECO:0000269|PubMed:2648135}."
22,806.0643408343992,699.353802082419,504.22269859144967,486.914180651786,0.0,389.5222489127249,1219_PSMG4,669.880280502756,292.145476521504,-1.1972163321243998,-2.29296817626217,1219_PSMG4,0.18943972574728302,0.259304021767557,no,0.7225289436867343,D6RB92;Q5JS54,D6RB92;Q5JS54,1;1,1;1,1;1,Proteasome assembly chaperone 4,PSMG4,tr|D6RB92|D6RB92_HUMAN Proteasome assembly chaperone 4 OS=Homo sapiens OX=9606 GN=PSMG4 PE=1 SV=1;sp|Q5JS54|PSMG4_HUMAN Proteasome assembly chaperone 4 OS=Homo sapiens OX=9606 GN=PSMG4 PE=1 SV=2,2,1,1,1,1,1,1,23.1,23.1,23.1,11.655,108,108;123,0.0,9.8323,PSMG4_HUMAN,PSMG4_HUMAN,Q5JS54,PSMG4_HUMAN,Proteasome assembly chaperone 4 (PAC-4) (hPAC4),PSMG4 C6orf86 PAC4,Homo sapiens (Human),123,,,
23,66559.71120603153,77038.17741564328,75934.28444950309,32418.139426074857,34753.48542977704,35334.15606500662,1302_SNCA,73177.391023726,34168.5936402862,-1.09872711203877,-2.1416565104818,1302_SNCA,3.51134605221138e-07,8.061737255932139e-06,high,6.454526367583938,E7EPV7;P37840;D6RA31;H6UYS7,E7EPV7;P37840;D6RA31;H6UYS7,8;8;5;5,8;8;5;5,5;5;2;4,Alpha-synuclein,SNCA,tr|E7EPV7|E7EPV7_HUMAN Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1;sp|P37840|SYUA_HUMAN Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1;tr|D6RA31|D6RA31_HUMAN Alpha-synuclein (Fragment) OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=8;tr|H,4,8,8,5,8,8,5,69.6,69.6,52.2,11.777000000000001,115,115;140;66;98,0.0,70.413,SYUA_HUMAN,SYUA_HUMAN,P37840,SYUA_HUMAN,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP),SNCA NACP PARK1,Homo sapiens (Human),140,,,
24,135974.91445123855,131272.53747279965,139753.61709941912,36078.04821185517,41020.30658782517,37770.994414317414,1318_PLAU,135667.023007819,38289.7830713326,-1.82503869132428,-3.5431650985088097,1318_PLAU,1.71464632045012e-09,4.07294449042306e-07,high,8.765825448167805,E7ET40;P00749;S4R3G7,E7ET40;P00749,12;12;4,12;12;4,12;12;4,Urokinase-type plasminogen activator;Urokinase-type plasminogen activator long chain A;Urokinase-type plasminogen activator short chain A;Urokinase-type plasminogen activator chain B,PLAU,tr|E7ET40|E7ET40_HUMAN Urokinase-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAU PE=1 SV=1;sp|P00749|UROK_HUMAN Urokinase-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAU PE=1 SV=2,3,12,12,12,12,12,12,30.7,30.7,30.7,46.924,414,414;431;106,0.0,34.999,UROK_HUMAN,UROK_HUMAN,P00749,UROK_HUMAN,Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B],PLAU,Homo sapiens (Human),431,,,"SIGNAL 1 20 {ECO:0000269|PubMed:2023947, ECO:0000269|PubMed:6754569}."
25,2303.2293308072376,3483.6579080228303,6961.17060025846,1932.793935130809,1362.475326197202,1799.2479137381156,1344_SDAD1,4249.3526130295095,1698.17239168871,-1.32326014107479,-2.5023093260889904,1344_SDAD1,0.0131127035901632,0.0274326041998519,med,1.882307755812834,E7EW05;Q9NVU7;F8W8T7;D6RC74,E7EW05;Q9NVU7,4;4;1;1,4;4;1;1,4;4;1;1,Protein SDA1 homolog,SDAD1,tr|E7EW05|E7EW05_HUMAN Protein SDA1 OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=1;sp|Q9NVU7|SDA1_HUMAN Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3,4,4,4,4,4,4,4,5.7,5.7,5.7,75.44,650,650;687;72;88,0.0,6.9587,SDA1_HUMAN,SDA1_HUMAN,Q9NVU7,SDA1_HUMAN,Protein SDA1 homolog (Nucleolar protein 130) (SDA1 domain-containing protein 1) (hSDA),SDAD1 NUC130,Homo sapiens (Human),687,,,
26,193489.7227732855,209492.61426324327,201935.4136617845,70292.98496244168,76065.88562142043,74724.81612916716,1361_HK2,201639.250232771,73694.5622376764,-1.4521464199968301,-2.7361482870670004,1361_HK2,2.5594728377619697e-09,4.778729340656339e-07,high,8.591849475011054,E9PB90;P52789;P52790,E9PB90;P52789,19;19;3,16;16;1,16;16;1,Hexokinase;Hexokinase-2,HK2,tr|E9PB90|E9PB90_HUMAN Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=1;sp|P52789|HXK2_HUMAN Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2,3,19,16,16,19,16,16,24.2,21.1,21.1,98.97200000000001,889,889;917;923,0.0,103.37,HXK2_HUMAN,HXK2_HUMAN,P52789,HXK2_HUMAN,Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Muscle form hexokinase),HK2,Homo sapiens (Human),917,,,
27,181538.4714615649,174159.14340405952,173630.43816565402,75245.49311231122,76497.43036512604,79128.74085683728,1375_HSPA4L,176442.68434375897,76957.22144475821,-1.19707099804068,-2.29273719907383,1375_HSPA4L,2.72380298685501e-09,4.778729340656339e-07,high,8.564824308218872,E9PDE8;O95757;D6RJ96,E9PDE8;O95757;D6RJ96,18;18;11,14;14;7,14;14;7,Heat shock 70 kDa protein 4L,HSPA4L,tr|E9PDE8|E9PDE8_HUMAN Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=1;sp|O95757|HS74L_HUMAN Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3;tr|D6RJ96|D6RJ96_HUMAN Heat shock 70 kDa protein 4L (Fragment) OS,3,18,14,14,18,14,14,23.7,17.5,17.5,91.95299999999999,813,813;839;531,0.0,40.306,HS74L_HUMAN,HS74L_HUMAN,O95757,HS74L_HUMAN,Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Osmotic stress protein 94),HSPA4L APG1 OSP94,Homo sapiens (Human),839,,,
28,160489.57730735253,165047.87732340416,188562.98429353387,51501.874337261856,61966.24469388589,66542.32398515606,1386_VCAN,171366.812974764,60003.4810054346,-1.5139696392056499,-2.8559478567458902,1386_VCAN,5.25371496007354e-07,1.0744021057421902e-05,high,6.279533493526588,E9PF17;P13611;Q86W61;D6RGZ6,E9PF17;P13611;Q86W61;D6RGZ6,10;10;7;7,10;10;7;7,10;10;7;7,Versican core protein,VCAN,tr|E9PF17|E9PF17_HUMAN Versican core protein OS=Homo sapiens OX=9606 GN=VCAN PE=1 SV=2;sp|P13611|CSPG2_HUMAN Versican core protein OS=Homo sapiens OX=9606 GN=VCAN PE=1 SV=3;tr|Q86W61|Q86W61_HUMAN VCAN protein OS=Homo sapiens OX=9606 GN=VCAN PE=1 SV=1;tr|D6,4,10,10,10,10,10,10,7.1,7.1,7.1,176.83,1594,1594;3396;354;1240,0.0,33.506,CSPG2_HUMAN,CSPG2_HUMAN,P13611,CSPG2_HUMAN,Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M),VCAN CSPG2,Homo sapiens (Human),3396,,,SIGNAL 1 20 {ECO:0000269|PubMed:1429726}.
29,154339.72143142382,150939.19105669594,151260.9444768348,63854.198064938595,69574.81195463444,63563.3135693721,1412_SSFA2,152179.952321652,65664.1078629817,-1.21260140452411,-2.31755150986287,1412_SSFA2,8.39707634490758e-09,7.304273733260459e-07,high,8.075871898258576,E9PHV5;P28290;E7EUL7;H7BZ26;O75528,E9PHV5;P28290;E7EUL7,14;14;9;2;1,14;14;9;2;1,14;14;9;2;1,Sperm-specific antigen 2,SSFA2,tr|E9PHV5|E9PHV5_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=1;sp|P28290|ITPI2_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=3;tr|E7EUL7|E7EUL7_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=1,5,14,14,14,14,14,14,10.8,10.8,10.8,136.14,1237,1237;1259;768;201;432,0.0,41.156000000000006,ITPI2_HUMAN,ITPI2_HUMAN,P28290,ITPI2_HUMAN,Protein ITPRID2 (Cleavage signal-1 protein) (CS-1) (ITPR-interacting domain-containing protein 2) (Ki-ras-induced actin-interacting protein) (Sperm-specific antigen 2),ITPRID2 CS1 KIAA1927 KRAP SSFA2,Homo sapiens (Human),1259,,,
30,7622.3366817502365,5255.746906316714,7401.639655326714,3229.498460066896,3109.948866975439,3156.439649812099,1452_DCUN1D5,6759.907747797889,3165.29565895148,-1.09466329530415,-2.13563233143192,1452_DCUN1D5,0.00013457867464073601,0.000682395644155324,high,3.8710237530362805,E9PM04;H0YCN4;Q9BTE7,E9PM04;H0YCN4;Q9BTE7,1;1;1,1;1;1,1;1;1,DCN1-like protein;DCN1-like protein 5,DCUN1D5,tr|E9PM04|E9PM04_HUMAN DCN1-like protein OS=Homo sapiens OX=9606 GN=DCUN1D5 PE=1 SV=1;tr|H0YCN4|H0YCN4_HUMAN DCN1-like protein (Fragment) OS=Homo sapiens OX=9606 GN=DCUN1D5 PE=1 SV=1;sp|Q9BTE7|DCNL5_HUMAN DCN1-like protein 5 OS=Homo sapiens OX=9606 GN=DCUN,3,1,1,1,1,1,1,6.6,6.6,6.6,17.855,152,152;195;237,0.0030596,2.251,DCNL5_HUMAN,DCNL5_HUMAN,Q9BTE7,DCNL5_HUMAN,DCN1-like protein 5 (DCUN1 domain-containing protein 5) (Defective in cullin neddylation protein 1-like protein 5),DCUN1D5,Homo sapiens (Human),237,,,
31,250364.1173134593,254830.42629336557,275624.5376015655,109534.1122370722,107188.93022696661,115333.89536798309,1549_HMGA2,260273.02706946302,110685.64594400699,-1.23355766725679,-2.35146142798975,1549_HMGA2,1.1285785884348999e-08,8.60506341009128e-07,high,7.947468193488963,F5H2U8;F5H2A4;P52926;F5H6H0;H0YFY4,F5H2U8;F5H2A4;P52926;F5H6H0,7;7;7;5;2,7;7;7;5;2,7;7;7;5;2,High mobility group protein HMGI-C,HMGA2,tr|F5H2U8|F5H2U8_HUMAN High mobility group protein HMGI-C OS=Homo sapiens OX=9606 GN=HMGA2 PE=1 SV=1;tr|F5H2A4|F5H2A4_HUMAN High mobility group protein HMGI-C OS=Homo sapiens OX=9606 GN=HMGA2 PE=1 SV=1;sp|P52926|HMGA2_HUMAN High mobility group protein HMGI,5,7,7,7,7,7,7,52.5,52.5,52.5,10.767000000000001,99,99;118;109;147;55,0.0,91.005,HMGA2_HUMAN,HMGA2_HUMAN,P52926,HMGA2_HUMAN,High mobility group protein HMGI-C (High mobility group AT-hook protein 2),HMGA2 HMGIC,Homo sapiens (Human),109,,,
32,21074.322348492624,21049.019814068728,24997.05875766847,9894.806027889195,9504.348973271908,10980.452320990838,1770_SLC23A2,22373.4669734099,10126.5357740506,-1.1436481111277699,-2.20939000983359,1770_SLC23A2,2.91008284225366e-06,3.45982007736501e-05,high,5.536094647638996,H0Y544;Q9UGH3,H0Y544;Q9UGH3,3;3,3;3,3;3,Solute carrier family 23 member 2,SLC23A2,tr|H0Y544|H0Y544_HUMAN Solute carrier family 23 member 2 (Fragment) OS=Homo sapiens OX=9606 GN=SLC23A2 PE=1 SV=1;sp|Q9UGH3|S23A2_HUMAN Solute carrier family 23 member 2 OS=Homo sapiens OX=9606 GN=SLC23A2 PE=1 SV=1,2,3,3,3,3,3,3,10.5,10.5,10.5,32.78,304,304;650,0.0,5.6995,S23A2_HUMAN,S23A2_HUMAN,Q9UGH3,S23A2_HUMAN,Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Nucleobase transporter-like 1 protein) (Sodium-dependent vitamin C transporter 2) (hSVCT2) (Yolk sac permease-like molecule 2),SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2,Homo sapiens (Human),650,TRANSMEM 111 131 Helical. {ECO:0000255}.; TRANSMEM 140 160 Helical. {ECO:0000255}.; TRANSMEM 162 182 Helical. {ECO:0000255}.; TRANSMEM 219 239 Helical. {ECO:0000255}.; TRANSMEM 267 284 Helical. {ECO:0000255}.; TRANSMEM 310 330 Helical. {ECO:0000255}.; TRANSMEM 372 392 Helical. {ECO:0000255}.; TRANSMEM 418 438 Helical. {ECO:0000255}.; TRANSMEM 462 482 Helical. {ECO:0000255}.; TRANSMEM 486 506 Helical. {ECO:0000255}.; TRANSMEM 517 537 Helical. {ECO:0000255}.; TRANSMEM 548 568 Helical. {ECO:0000255}.,,
33,4823.916811959336,5088.532846859431,5107.798810623725,2614.35589624463,2421.079080680298,2074.835736696317,1796_DCP2,5006.74948981416,2370.09023787375,-1.07893228394181,-2.11247209486244,1796_DCP2,2.8553842816910303e-05,0.00020246674309671399,high,4.544335435513697,H0Y9T5;Q8IU60,H0Y9T5;Q8IU60,1;1,1;1,1;1,m7GpppN-mRNA hydrolase,DCP2,tr|H0Y9T5|H0Y9T5_HUMAN m7GpppN-mRNA hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=DCP2 PE=1 SV=2;sp|Q8IU60|DCP2_HUMAN m7GpppN-mRNA hydrolase OS=Homo sapiens OX=9606 GN=DCP2 PE=1 SV=3,2,1,1,1,1,1,1,2.2,2.2,2.2,44.761,402,402;420,0.009296700000000001,1.5930000000000002,DCP2_HUMAN,DCP2_HUMAN,Q8IU60,DCP2_HUMAN,m7GpppN-mRNA hydrolase (EC 3.6.1.62) (Nucleoside diphosphate-linked moiety X motif 20) (Nudix motif 20) (mRNA-decapping enzyme 2) (hDpc),DCP2 NUDT20,Homo sapiens (Human),420,,,
34,10487.717463145813,11662.230567262182,10480.23096032441,3965.164335931683,4584.173552568899,4361.353455302645,2092_MYO1D,10876.7263302441,4303.56378126774,-1.3376406448790001,-2.5273765843991,2092_MYO1D,1.0516226473790198e-06,1.71820673815154e-05,high,5.978140069650281,K7EIG7;J3QRN6;O94832,K7EIG7;J3QRN6;O94832,3;3;3,3;3;3,3;3;3,Unconventional myosin-Id,MYO1D,tr|K7EIG7|K7EIG7_HUMAN Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=1;tr|J3QRN6|J3QRN6_HUMAN Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=1;sp|O94832|MYO1D_HUMAN Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=,3,3,3,3,3,3,3,3.8,3.8,3.8,106.01,918,918;961;1006,0.0,9.5737,MYO1D_HUMAN,MYO1D_HUMAN,O94832,MYO1D_HUMAN,Unconventional myosin-Id,MYO1D KIAA0727,Homo sapiens (Human),1006,,,
35,8692.4869469597,11278.398294417057,12348.382803471422,4188.316669145784,5664.354544237276,5877.282211560649,2220_TNFRSF11B,10773.0893482827,5243.31780831457,-1.03888012575917,-2.0546321512686796,2220_TNFRSF11B,0.000377561425365027,0.00156078939963481,high,3.4230123830362493,O00300,O00300,4,4,4,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,sp|O00300|TR11B_HUMAN Tumor necrosis factor receptor superfamily member 11B OS=Homo sapiens OX=9606 GN=TNFRSF11B PE=1 SV=3,1,4,4,4,4,4,4,9.5,9.5,9.5,46.026,401,401,0.0,6.047000000000001,TR11B_HUMAN,TR11B_HUMAN,O00300,TR11B_HUMAN,Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin),TNFRSF11B OCIF OPG,Homo sapiens (Human),401,,,"SIGNAL 1 21 {ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:9571159}."
36,13137.90037813255,12801.37634731492,13900.288422260506,5996.166349783603,5199.454595450485,5604.0431484572055,2229_POLRMT,13279.855049236001,5599.88803123043,-1.2457695134905,-2.3714501031403796,2229_POLRMT,8.214160687830841e-07,1.4920781296483301e-05,high,6.085436805602691,O00411;K7ESD1;K7EMH3,O00411,7;1;1,7;1;1,7;1;1,"DNA-directed RNA polymerase, mitochondrial",POLRMT,"sp|O00411|RPOM_HUMAN DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2",3,7,7,7,7,7,7,5.3,5.3,5.3,138.62,1230,1230;127;347,0.0,12.424000000000001,RPOM_HUMAN,RPOM_HUMAN,O00411,RPOM_HUMAN,"DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)",POLRMT,Homo sapiens (Human),1230,,TRANSIT 1 41 Mitochondrion. {ECO:0000255}.,
37,316684.61513626174,384231.3063961036,398662.61799067137,83358.97511426541,99556.80703042627,93862.31569574254,2244_VWA5A,366526.17984101205,92259.3659468114,-1.9901489667042198,-3.9727801733681805,2244_VWA5A,5.164485673808571e-08,2.19889154866783e-06,high,7.286972922963145,O00534;B4DHS6,O00534;B4DHS6,23;13,23;13,23;13,von Willebrand factor A domain-containing protein 5A,VWA5A,"sp|O00534|VMA5A_HUMAN von Willebrand factor A domain-containing protein 5A OS=Homo sapiens OX=9606 GN=VWA5A PE=2 SV=2;tr|B4DHS6|B4DHS6_HUMAN cDNA FLJ55206, highly similar to Loss of heterozygosity 11 chromosomal region 2 gene A protein OS=Homo sapiens OX=9",2,23,23,23,23,23,23,35.1,35.1,35.1,86.488,786,786;431,0.0,88.631,VMA5A_HUMAN,VMA5A_HUMAN,O00534,VMA5A_HUMAN,von Willebrand factor A domain-containing protein 5A (Breast cancer suppressor candidate 1) (BCSC-1) (Loss of heterozygosity 11 chromosomal region 2 gene A protein),VWA5A BCSC1 LOH11CR2A,Homo sapiens (Human),786,,,
38,14355.628348664837,16285.319279302734,15107.326125763127,4144.212505175638,4842.817727562766,4600.829095493951,2274_ENC1,15249.4245845769,4529.286442744121,-1.75139911883122,-3.36684923273209,2274_ENC1,1.18627082184951e-07,3.9096303141655995e-06,high,6.925816151605761,O14682,O14682,4,4,4,Ectoderm-neural cortex protein 1,ENC1,sp|O14682|ENC1_HUMAN Ectoderm-neural cortex protein 1 OS=Homo sapiens OX=9606 GN=ENC1 PE=1 SV=2,1,4,4,4,4,4,4,7.5,7.5,7.5,66.12899999999999,589,589,0.0,15.935,ENC1_HUMAN,ENC1_HUMAN,O14682,ENC1_HUMAN,Ectoderm-neural cortex protein 1 (ENC-1) (Kelch-like protein 37) (Nuclear matrix protein NRP/B) (p53-induced gene 10 protein),ENC1 KLHL37 NRPB PIG10,Homo sapiens (Human),589,,,
39,7751.7379370875415,9726.917845020791,11231.198441162485,2464.8859372049965,3582.9520576746063,2492.229935885496,2275_PTGES,9569.95140775694,2846.68931025503,-1.74922655443865,-3.36178288697743,2275_PTGES,1.97852268656285e-05,0.000153407142094353,high,4.703658965568501,O14684,O14684,1,1,1,Prostaglandin E synthase,PTGES,sp|O14684|PTGES_HUMAN Prostaglandin E synthase OS=Homo sapiens OX=9606 GN=PTGES PE=1 SV=2,1,1,1,1,1,1,1,6.6,6.6,6.6,17.102,152,152,0.00051003,2.8229,PTGES_HUMAN,PTGES_HUMAN,O14684,PTGES_HUMAN,Prostaglandin E synthase (EC 5.3.99.3) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein),PTGES MGST1L1 MPGES1 PGES PIG12,Homo sapiens (Human),152,TRANSMEM 13 41 Helical.; TRANSMEM 61 90 Helical.; TRANSMEM 96 119 Helical.; TRANSMEM 124 152 Helical.,,
40,10476.416043465699,9561.60394533007,9555.656501723082,3961.5854777574946,4290.4781451168465,5278.544178585408,2375_ARHGAP6,9864.558830172951,4510.202600486579,-1.1290622896595701,-2.18716534576711,2375_ARHGAP6,1.92591472984362e-05,0.000150973997768949,high,4.715362945237539,O43182;H7BYE6,O43182;H7BYE6,3;2,3;2,3;2,Rho GTPase-activating protein 6,ARHGAP6,sp|O43182|RHG06_HUMAN Rho GTPase-activating protein 6 OS=Homo sapiens OX=9606 GN=ARHGAP6 PE=1 SV=3;tr|H7BYE6|H7BYE6_HUMAN Rho GTPase-activating protein 6 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP6 PE=1 SV=1,2,3,3,3,3,3,3,4.4,4.4,4.4,105.95,974,974;601,0.0,10.725,RHG06_HUMAN,RHG06_HUMAN,O43182,RHG06_HUMAN,Rho GTPase-activating protein 6 (Rho-type GTPase-activating protein 6) (Rho-type GTPase-activating protein RhoGAPX-1),ARHGAP6 RHOGAP6,Homo sapiens (Human),974,,,
41,555653.1342722727,646500.8581755516,626416.2044941396,287034.9516233636,301308.6858999594,304428.6366747433,2466_ACSL4,609523.398980655,297590.758066022,-1.03435188247678,-2.04819330728486,2466_ACSL4,1.59741116557117e-07,4.78913172745996e-06,high,6.796583284265011,O60488;D6RF95;D6RD96;H0Y9A0;D6RFW9;D6RDA8,O60488,26;11;6;6;5;5,26;11;6;6;5;5,24;11;6;6;5;5,Long-chain-fatty-acid--CoA ligase 4,ACSL4,sp|O60488|ACSL4_HUMAN Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2,6,26,26,24,26,26,24,39.0,39.0,34.9,79.187,711,711;154;145;156;126;128,0.0,178.35,ACSL4_HUMAN,ACSL4_HUMAN,O60488,ACSL4_HUMAN,Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4),ACSL4 ACS4 FACL4 LACS4,Homo sapiens (Human),711,TRANSMEM 8 28 Helical; Signal-anchor for type III membrane protein. {ECO:0000255}.,,
42,25498.828153257262,28927.082206226612,27800.576844521012,5858.16978900828,6634.9533226022395,6228.715404828725,2538_SEMA7A,27408.8290680016,6240.61283881308,-2.13488107986833,-4.39200921062339,2538_SEMA7A,8.81160365415677e-09,7.45485810521538e-07,high,8.054945045643354,O75326;F5GYX3,O75326;F5GYX3,4;3,4;3,4;3,Semaphorin-7A,SEMA7A,sp|O75326|SEM7A_HUMAN Semaphorin-7A OS=Homo sapiens OX=9606 GN=SEMA7A PE=1 SV=1;tr|F5GYX3|F5GYX3_HUMAN Semaphorin-7A OS=Homo sapiens OX=9606 GN=SEMA7A PE=1 SV=1,2,4,4,4,4,4,4,6.8,6.8,6.8,74.82300000000001,666,666;501,0.0,9.9342,SEM7A_HUMAN,SEM7A_HUMAN,O75326,SEM7A_HUMAN,Semaphorin-7A (CDw108) (JMH blood group antigen) (John-Milton-Hargen human blood group Ag) (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108),SEMA7A CD108 SEMAL,Homo sapiens (Human),666,,,SIGNAL 1 44 {ECO:0000255}.
